,tweet_id,location
104,1050115977504014338,"[('inland', 'reg'), ('US', 'con')]"
105,1050130848450789378,"[('Outer Banks', 'reg')]"
106,1119950239010574337,"[('SRI LANKA', 'con'), ('Churches', 'lan'), ('luxury hotels', 'lan')]"
107,1119953773298900993,"[('Churches', 'lan'), ('Sri Lanka', 'con')]"
108,1119962916114116609,"[('Sri Lanka', 'con'), ('Hospitals', 'lan')]"
109,1050049597274562561,"[('Florida', 'sta'), ('Panhandle', 'reg')]"
110,1119968944272527360,"[('Sri Lanka', 'con'), ('Sri Lanka', 'con'), ('Sri Lanka', 'con'), ('land', 'reg')]"
111,1119953203016024065,"[('Sri Lanka', 'con')]"
112,1050233003929202688,[]
113,1119950305511256071,"[('Sri Lanka', 'con'), ('Sri Lanka', 'con')]"
114,1049984180166295554,[]
115,1049937407565602819,"[('Florida', 'sta')]"
116,1119955233864650752,"[('church', 'lan'), ('Sri Lanka', 'con')]"
117,1119950359416332290,"[('churches and hotels', 'lan'), ('Sri Lanka', 'con')]"
118,1050170805143961605,"[('Florida', 'sta'), ('US', 'con'), ('Florida', 'sta')]"
119,1050078024614457344,[]
120,1119965193302241280,"[('Sri Lanka', 'con')]"
121,1050385602447900672,"[('Florida', 'sta'), ('Humboldt', 'oth')]"
122,1050248820003459073,"[('Florida', 'sta'), ('Homes', 'lan'), ('Neighborhoods', 'ctc')]"
123,1050305650096521216,"[('Florida', 'sta')]"
124,1119953059612905474,"[('SRI LANKA', 'con'), ('Churches', 'lan'), ('luxury hotels', 'lan')]"
125,1050355985108402176,"[('US', 'con'), ('US', 'con')]"
126,1050249792826331136,"[('ashore', 'reg')]"
127,1050159647116660736,"[('NHC', 'ctc')]"
128,1050287982245277696,"[('shelter', 'lan')]"
129,1050035112807677957,"[('schools', 'lan')]"
130,1119949171555995649,"[('Sri Lanka', 'con'), ('SL', 'con')]"
131,1119949217903124480,"[('Catholic Church', 'lan'), ('Holy Land', 'reg'), ('Sri Lanka', 'con'), ('churches', 'lan'), ('hotels', 'lan')]"
132,592649185276506112,"[('Nepal', 'con'), ('Nepal', 'con'), ('Irving', 'ctc')]"
133,1119952381607841792,"[('Sri Lanka', 'con')]"
134,1119975703448047618,"[('Sri Lanka', 'con'), ('Churches', 'lan'), ('Hotels', 'lan')]"
135,1119974235009581056,"[('Sri Lanka', 'con')]"
136,1050076499569758209,"[('landfall', 'ctc'), ('the US', 'con')]"
137,1119973154795945985,"[('Sri Lanka', 'con')]"
138,1050157320825659393,"[('area', 'oth')]"
139,592926359787188225,"[('Nepal', 'oth'), ('small village', 'lan')]"
140,1050191482697773058,"[('Sarasota', 'ctc'), ('Florida', 'sta'), ('USA', 'con'), ('sarasota', 'ctc'), ('florida', 'sta')]"
141,1050277081723080704,"[('inland', 'reg'), ('GA.', 'sta')]"
142,1050189279182221312,"[('Georgia', 'sta'), ('Florida', 'sta')]"
143,1050147552236949504,"[('inland', 'reg')]"
144,592909497900933121,"[('Nepal', 'con')]"
145,1119968898508419073,"[('Sri Lanka', 'con'), ('hotels', 'lan'), ('churches', 'lan')]"
146,295867077821091841,"[('Australia', 'con')]"
147,1050095334293090304,[]
148,1049973565435478016,[]
149,1050103262068822016,[]
150,1050096250924818432,"[('Panama City', 'ctc')]"
151,1049917054143385601,"[('Gulf of Mexico', 'oth'), ('Florida Panhandle', 'reg')]"
152,1049943372784443392,"[('Panama City', 'ctc')]"
153,1119969145880231936,"[('Sri Lanka', 'con'), ('Sri Lanka', 'con')]"
154,591918704595636224,[]
155,1050191925892939776,"[('Nepal', 'con')]"
156,1050219847441887232,"[('Panama City Beach', 'ctc'), ('Florida', 'sta')]"
157,1050062213254242304,"[('Florida', 'sta')]"
158,1050260128463810560,"[('Florida', 'sta'), ('US', 'con'), ('mainland', 'reg'), ('gulf coast', 'reg')]"
159,1050347363238404096,"[('train station', 'lan')]"
160,1050011894592008192,[]
161,1050144576726556672,"[('Atlantic', 'reg')]"
162,1049789556860567552,"[('landfall', 'lan'), ('Florida', 'sta'), ('Panhandle', 'reg'), ('Destin Panama City', 'ctc')]"
163,1119954094049959938,"[('Sri Lanka', 'con'), ('Canada', 'con'), ('churches', 'lan'), ('hotels', 'lan')]"
164,1119952283838476289,"[('Country', 'con')]"
165,1050070399000690688,"[('Space', 'oth')]"
166,1119969296728432641,"[('Sri Lanka', 'con'), ('Sri Lanka', 'con')]"
167,1119972240077000704,"[('church', 'lan'), ('Sri Lanka', 'con')]"
168,1050150330514706432,"[('house', 'lan')]"
169,1119972816076427265,"[('Sri Lanka ,', 'con'), ('luxury hotels', 'lan'), ('South Asian country', 'reg')]"
170,1050112360537628674,"[('Mexico Beach', 'ctc'), ('Florida', 'sta')]"
171,1119954683265605632,"[('Sri Lanka', 'con')]"
172,1050386529309417473,[]
173,1050136857835524096,"[('inland', 'reg')]"
174,1050196376066215936,"[('shoreline', 'oth')]"
175,1050075423827058689,"[('Panama City Beach , FL', 'ctc'), ('beach', 'reg'), ('sea', 'reg')]"
176,1119969704746135552,"[('Sri Lanka', 'con'), ('Sri Lanka', 'con')]"
177,1040002794554515456,"[('NorthCarolina', 'sta'), ('empty warehouse', 'lan'), ('Edgecombe', 'oth')]"
178,1040003144778829828,"[('free rooms', 'oth')]"
179,1050117525852311552,[]
180,1050156709237395456,"[('Saudi Arabia', 'con')]"
181,1119969226880688130,"[('Sri Lanka', 'con')]"
182,1050029686485635072,"[('communities', 'oth')]"
183,1050291199637118976,"[('India', 'con'), ('Oman', 'con')]"
184,1050202491353292801,"[('PA', 'sta'), ('Fl', 'sta'), ('panhandle', 'reg')]"
185,296101019232923648,"[('Australia', 'con')]"
186,1050158658372493312,[]
187,1050077072780087296,"[('Destin', 'ctc'), ('Panama City', 'ctc'), ('Florida', 'sta')]"
188,1119972449515266048,"[('Sri Lanka', 'con'), ('Sri Lanka', 'con'), ('India', 'con')]"
189,1049935569780903936,[]
190,1049841970384855040,"[('Florida', 'sta')]"
191,1050057602892275712,"[('CALLA S HURRICANE CENTER', 'lan')]"
192,1119951560014991360,"[('Sri Lanka', 'con')]"
193,1119951845387010049,"[('Sri Lanka', 'con'), ('Hotels and Churches', 'lan')]"
194,1050129990388465665,"[('Georgia', 'sta'), ('GA', 'sta')]"
195,1119971785204617216,"[('Sri Lanka', 'con')]"
196,1050280221717516290,[]
197,1050315307640860674,"[('Florida', 'sta'), ('Panhandle', 'reg')]"
198,1049991954317135872,"[('Central Florida county', 'reg')]"
199,1040002721124737025,"[('Puerto Rico', 'oth')]"
200,1119971625443762178,"[('Sri Lanka', 'con'), ('hotels', 'lan'), ('churches', 'lan'), ('hotels', 'lan')]"
201,1119949468105764864,"[('Sri Lanka', 'con')]"
202,1119969748245258240,"[('Sri Lanka', 'con'), ('Sri Lanka', 'con')]"
203,1119974763756232704,"[('churches', 'lan'), ('Sri Lanka', 'con')]"
204,1119975293291130883,"[('Sri Lanka', 'con')]"
205,1049901548279619584,[]
206,1050355358667952131,"[('northeast', 'reg'), ('Florida', 'sta')]"
207,1049992095816183808,[]
208,1050070761375969282,"[('Hurricane', 'sta'), ('Hampton', 'ctc')]"
209,1050091764298772480,"[('Panama City , Florida', 'ctc')]"
210,1049862356220567552,"[('Floridians', 'sta')]"
211,1050127093839921152,"[('landfall', 'reg'), ('Panama City', 'ctc'), ('Miami Herald', 'oth')]"
212,1049830839964577792,"[('Gulf Coast', 'reg'), ('landfall', 'lan')]"
213,1119971865781575682,"[('Sri Lanka', 'con')]"
214,1119972816936267776,"[('Sri Lanka', 'con')]"
215,1119952370283139072,"[('Sri Lanka', 'con'), ('Churches', 'lan')]"
216,1049838535447113729,[]
217,1050023230881316865,"[('US', 'con'), ('Gulf Coast', 'reg'), ('Florida', 'sta')]"
218,1049990018712961024,"[('Alabama', 'sta'), ('Florida', 'sta')]"
219,1049994142376439809,"[('US', 'con')]"
220,1119971307733639170,"[('churches', 'lan'), ('hotels', 'lan'), ('Sri Lanka', 'con')]"
221,1119969965979967488,"[('UK', 'reg'), ('SriLanka', 'con')]"
222,1050029346579206145,[]
223,1119953264706035712,"[('Sri Lanka', 'con')]"
224,1050066675960303617,"[('world', 'oth')]"
225,1119955427830239232,"[('hotels', 'lan'), ('Sri Lanka', 'con'), ('Pakistan', 'con')]"
226,1049802471542059010,"[('US', 'con')]"
227,1119953367969804288,"[('Sri Lanka', 'con'), ('Mesopotamia', 'oth')]"
228,1049976248888451072,"[('Florida', 'sta')]"
229,1050239247678992384,"[('Hurricane Michael', 'oth')]"
230,1050070619956633602,[]
231,1050053323234168833,[]
232,1049963513270087685,[]
233,1050099356467122177,"[('Florida', 'sta'), ('panhandle', 'reg')]"
234,1049879639575973888,"[('Florida', 'sta'), ('Panhandle', 'reg')]"
235,1050131683545178113,"[('Panama City', 'ctc'), ('Home', 'lan'), ('Panhandle', 'reg')]"
236,1050136165159002118,"[('FL Panhandle', 'reg')]"
237,1050269772636717056,"[('here', 'oth')]"
238,1119956760494858241,"[('mosques', 'lan'), ('Sri Lanka', 'con')]"
239,1119956032829177858,"[('Sri Lanka', 'con'), ('churches and hotels', 'oth')]"
240,1050355733441773568,"[('Roads', 'oth'), ('Asheville', 'ctc')]"
241,1050112430926417922,"[('Panama City', 'ctc')]"
242,591903264934887424,"[('Nepal', 'con')]"
243,1049994797094772736,"[('Panama City Beach', 'ctc')]"
244,1050066623980298241,"[('Port St. Joe', 'ctc'), ('Milltown', 'ctc')]"
245,1050060289583009795,[]
246,296763444139524096,"[('Australia', 'con'), ('Queensland city', 'ctc'), ('Australia', 'con')]"
247,1050050070001803264,[]
248,1050080100597882882,"[('Panama City', 'ctc'), ('coast', 'reg')]"
249,1119951864403902465,"[('SriLanka', 'con')]"
250,1050223110098771968,"[('Florida', 'sta')]"
251,1049776286003064834,"[('Florida', 'sta')]"
252,1050058419430920193,[]
253,1050091737358757888,"[('landfall', 'reg'), ('Gulf Coast', 'reg')]"
254,1040005643837440000,"[('AFRICA', 'oth'), ('South Carolina coast', 'sta')]"
255,1050033893355573249,[]
256,1050370434070278144,[]
257,1050037740983779328,"[('Florida', 'sta')]"
258,1119971415380385792,"[('New Zealand', 'con'), ('Norte Dame', 'lan'), ('Al Asqa', 'lan'), ('Sri Lanka', 'con'), ('Church and Hotel', 'lan')]"
259,1050122185359155206,"[('EEUU', 'con'), ('Florida', 'sta')]"
260,1119973977034825731,"[('Sri Lanka', 'con')]"
261,1119949005637681152,"[('Sri Lanka', 'con'), ('churches', 'lan'), ('hotels', 'lan'), ('United States', 'con'), ('Sri Lanka', 'con')]"
262,1119954927479078913,"[('Sri Lanka', 'con'), ('Churches', 'lan')]"
263,1119954451702226944,"[('Sri Lanka', 'con'), ('churches', 'lan'), ('hotels', 'lan')]"
264,1049911698184970241,[]
265,1119969051198021633,"[('Sri Lanka', 'con')]"
266,1049983717832306688,[]
267,1050078089034825728,"[('PanamaCityBeach', 'ctc'), ('Florida', 'sta')]"
268,1050081684958273538,"[('Florida', 'sta')]"
269,1050223776800145410,[]
270,1050357810876289029,"[('mobile home', 'lan'), ('Carolinas', 'ctc')]"
271,1050155475860369410,"[('Florida', 'sta')]"
272,1050385360084189189,[]
273,1119949678211022848,"[('Sri Lanka', 'con'), ('Pakistan', 'con'), ('Sri Lanka', 'con')]"
274,1049973295435649024,"[('Brazil', 'con'), ('SouthAmerica', 'oth')]"
275,1119975298957807618,"[('Sri Lanka', 'con')]"
276,1049820884838551552,"[('Florida', 'sta'), ('landfall', 'oth')]"
277,1119950286091685889,"[('Sri Lanka', 'con'), ('Shnagri La hotel', 'lan'), ('Batticalao church', 'lan')]"
278,1050024226420191234,"[('Jacksonville', 'ctc')]"
279,1040005472240029696,"[('space', 'oth'), ('satellites', 'oth'), ('Space Station', 'oth')]"
280,1050231699488034816,"[('Panama City', 'ctc'), ('Florida', 'sta')]"
281,1050027108821549056,"[('prison', 'lan'), ('facilities', 'lan'), ('panhandle', 'reg'), ('Big Bend', 'ctc'), ('facilities', 'lan')]"
282,1050091214605832195,"[('Gulf Coast', 'reg'), ('North Georgia ,', 'sta')]"
283,592077461984149505,"[('Fairfax County', 'oth'), ('Nepal', 'con'), ('Virginia', 'sta')]"
284,1050375667378995201,"[('floridakeys', 'sta')]"
285,1119950429327020032,"[('India', 'con'), ('Sri Lanka', 'con'), ('Congi', 'con'), ('Colombo', 'ctc')]"
286,1119969382065590277,"[('Sri Lanka', 'con'), ('hotels', 'lan'), ('churches', 'lan')]"
287,1119955203007164416,"[('Catholic Church', 'lan'), ('Holy Land', 'reg'), ('Sri Lanka', 'con'), ('churches', 'lan'), ('hotels', 'lan')]"
288,1050140889090334723,"[('NEPTUNE', 'oth')]"
289,1049995583023398912,"[('Florida s Panhandle', 'reg')]"
290,1050137662345097217,[]
291,1119950291946831873,"[('Sri Lanka', 'con'), ('Church', 'lan')]"
292,1050005156220297216,[]
293,1050344759728828418,"[('The Gulf Coast', 'reg')]"
294,1049813810876506112,[]
295,1050172687916642304,"[('Florida', 'sta'), ('Panhandle', 'reg')]"
296,1119951600800415744,"[('Sri Lanka', 'con'), ('CHURCHES', 'lan'), ('hotels', 'lan')]"
297,1050078266097328130,"[('Panama City', 'ctc')]"
298,1050156078393122817,"[('Gulf', 'reg')]"
299,1050296924320993281,[]
300,1049857183238635520,"[('Florida', 'sta')]"
301,1050344424050487296,"[('GMC school', 'lan'), ('offices', 'lan')]"
302,1119950600932868096,"[('churches', 'lan'), ('Sri Lanka', 'con'), ('Easter', 'reg')]"
303,1049752941182246912,[]
304,1050062217402601478,"[('Hurricane Michael', 'oth'), ('National Hurricane Center', 'lan')]"
305,1050091995241336833,[]
306,1050207686795644929,"[('Tallahassee', 'ctc')]"
307,1050084140744396801,[]
308,1050211826607247361,[]
309,1050107342942085122,"[('homes', 'lan')]"
310,1119956828404600833,"[('CHURCHES', 'lan'), ('hotels', 'lan'), ('Sri Lanka', 'con')]"
311,1049869426072403970,"[('space', 'oth')]"
312,1049864061540655104,"[('TROPICS', 'reg'), ('landfall', 'oth'), ('Landfall', 'oth')]"
313,1049881083460968453,[]
314,1050080957519331329,"[('SvrWxChaser s broadcast', 'lan')]"
315,1119974704075476994,[]
316,1049966663595159552,"[('Florida', 'sta')]"
317,1049830401869586432,"[('Columbia', 'ctc')]"
318,1119972392523014144,"[('Sri Lanka', 'con')]"
319,1050121558239338496,"[('Florida', 'sta')]"
320,1119969813089128452,"[('Sri Lanka', 'con'), ('Sri Lanka', 'con')]"
321,1050068331947053058,"[('new construction', 'lan'), ('Panama City Beach', 'ctc')]"
322,1050186720237346816,"[('inland', 'reg'), ('Florida', 'sta'), ('Panhandle', 'reg')]"
323,1049815063987716098,[]
324,1050006140174635009,"[('Atlantic', 'reg')]"
325,1050023126279577602,"[('Florida', 'sta')]"
326,1049918265743560704,"[('north northwestward', 'reg'), ('Gulf of Mexico', 'reg'), ('NASAEarth satellites', 'oth')]"
327,1050119864139026432,"[('US', 'con')]"
328,1050027303026257920,"[('Florida', 'sta')]"
329,1050027344885211136,[]
330,1050139936584814593,[]
331,1050208608896528384,"[('Florida', 'sta')]"
332,1119949554240118784,"[('churches', 'lan'), ('hotels', 'lan'), ('Sri Lanka', 'con')]"
333,1050200313033035778,"[('Hurricane Michael', 'oth')]"
334,1050110669616484353,"[('Northwest', 'reg'), ('Florida', 'sta')]"
335,1049793838569717760,[]
336,1050127900199059457,"[('US', 'con'), ('planet', 'oth'), ('Mexico Beach', 'ctc')]"
337,1050168703940288512,[]
338,1049993536031068160,"[('east', 'oth'), ('Floridians', 'reg')]"
339,1119952860438044676,"[('world', 'oth')]"
340,1049962747717402624,"[('Panama city', 'ctc')]"
341,1050049347096911874,[]
342,1050096211125051392,"[('southwest Georgia', 'reg')]"
343,1050037207505997825,"[('Hurricane Michael', 'oth'), ('NHCS', 'lan'), ('NHCS', 'lan')]"
344,1119970098448666624,"[('hotels', 'lan'), ('Sri Lanka', 'con')]"
345,1119973641033175040,"[('Sri Lanka', 'con')]"
346,1119956039871467521,"[('churches', 'lan'), ('international hotels', 'lan'), ('Sri Lanka', 'con'), ('country', 'con')]"
347,1049750551620145154,"[('Gulf of Mexico', 'oth')]"
348,1040003523553808384,"[('hurricane Maria', 'oth'), ('Puerto Rico', 'oth')]"
349,1050044861380988928,"[('Waffle House', 'lan'), ('Panama City Beach , FL', 'ctc'), ('restaurant', 'lan'), ('Florida', 'sta')]"
350,1050150170367811589,"[('inland', 'reg'), ('georgia', 'sta'), ('florida', 'sta')]"
351,1049990533307949056,"[('Panama City Beach', 'ctc')]"
352,1119952641931599872,"[('Sri Lanka', 'con'), ('church and hotel', 'lan')]"
353,1049981344019832837,[]
354,1050056259632676864,"[('Florida', 'sta')]"
355,1050150171361849346,[]
356,1050161674404020225,[]
357,297226569099907072,"[('Queensland', 'sta')]"
358,1119949691209289728,"[('Sri Lanka', 'con')]"
359,1119956525483741184,"[('Sri Lanka', 'con')]"
360,1050008043876806656,[]
361,1050077469276078081,"[('NY', 'sta')]"
362,1050075364821790720,"[('Panama City', 'ctc'), ('FL', 'sta')]"
363,1050015588821680129,[]
364,1049856591934046209,"[('Atlantic', 'oth'), ('NE Gulf Coast', 'reg'), ('Panama City Florida', 'ctc'), ('Apalachicola Florida', 'ctc')]"
365,1119952197134049280,"[('Sri Lanka', 'con'), ('world', 'oth')]"
366,1050087014689845252,"[('MexicoBeach', 'ctc'), ('FL', 'sta')]"
367,1049995099864752129,"[('Florida Panhandle', 'reg')]"
368,1049806307774132224,"[('Tennessee', 'sta'), ('Fla.', 'sta'), ('Panhandle', 'reg')]"
369,1050141283757510656,[]
370,1050006291534544896,[]
371,1119969522759290884,"[('Sri Lanka', 'con')]"
372,1049880802920665090,"[('Southeast', 'reg'), ('Alabama', 'sta')]"
373,1040001891520966662,"[('Space Station', 'oth'), ('Atlantic', 'reg')]"
374,1119952821120450562,"[('Sri Lanka', 'con')]"
375,295757288675889153,"[('Queensland', 'sta'), ('Brisbane', 'ctc')]"
376,1049956122663243776,[]
377,1119954034947960832,"[('Nepal', 'con'), ('Sri Lanka', 'con')]"
378,1119969822471806977,"[('Sri Lanka', 'con')]"
379,591963055484985344,[]
380,1119954153080610816,"[('Sri Lanka', 'oth')]"
381,1050144639058096134,[]
382,1050384439472259072,[]
383,1050056575900114946,"[('Floridians', 'sta')]"
384,1049774183406862337,[]
385,1119954366142660608,"[('Sri Lanka', 'con'), ('churches', 'lan'), ('hotels', 'lan')]"
386,1049994788412579840,[]
387,1050071126171373568,"[('Panama City', 'ctc'), ('Florida', 'sta')]"
388,1119973560443920384,"[('Sri Lanka', 'con')]"
389,1050153057038819334,[]
390,1050214608538136577,[]
391,1050041871152635905,"[('Florida', 'sta'), ('N FL', 'reg'), ('panhandle', 'reg')]"
392,295730662734966784,"[('Queensland', 'sta'), ('house', 'lan')]"
393,1050132525362896896,[]
394,1049803708245127173,"[('ATL', 'ctc'), ('GA.', 'sta')]"
395,1050034201360248832,[]
396,1119972379625775105,"[('Sri Lanka', 'con')]"
397,1050081143784173572,"[('Florida', 'sta')]"
398,1050228354593554438,"[('Erie', 'ctc'), ('PA', 'sta'), ('Florida', 'sta'), ('Georgia', 'sta')]"
399,1040005200646426624,"[('Florence County', 'oth'), ('Hannah Pamplico Elementary Middle School', 'lan')]"
400,1050351231611359232,[]
401,1049954563174862848,"[('Fla.', 'sta')]"
402,1049987352372961281,[]
403,1050184783567998976,"[('Northwest', 'reg'), ('Florida', 'sta'), ('Americans', 'oth'), ('Georgia', 'sta'), ('Alabama', 'sta'), ('Ohio', 'sta')]"
404,1050132608221437952,"[('South Bibb Rec Center', 'lan')]"
405,1049788154834763777,"[('our country', 'con')]"
406,1119969814355877889,"[('Sri Lanka', 'con'), ('Sri Lanka', 'con')]"
407,1119969295314968576,"[('world', 'oth'), ('Sri Lanka', 'con')]"
408,1050134102618324994,[]
409,1050049729273434117,"[('Florida', 'sta'), ('Panhandle', 'reg')]"
410,1050129010070568960,"[('Florida', 'sta'), ('Panhandle', 'reg')]"
411,1049998364060868609,[]
412,1050082188484587521,"[('US', 'con')]"
413,1050093371576987650,"[('safe spot', 'oth')]"
414,1119974267301629953,"[('SriLanka', 'con')]"
415,1119969952629436417,"[('Sri Lanka', 'con'), ('world', 'reg')]"
416,1050225612743483392,"[('panhandle', 'reg')]"
417,1050011359755325440,"[('Florida', 'sta')]"
418,1050324125384888321,"[('south', 'reg')]"
419,1119970157860757504,"[('Sri Lanka', 'con'), ('churches and hotels', 'lan')]"
420,1050164713097711616,"[('Georgia', 'sta')]"
421,1050063065318940672,"[('Panama City', 'ctc'), ('Florida', 'sta'), ('Huracan', 'sta')]"
422,1119949048151199744,"[('Sri Lanka', 'con'), ('churches and hotels', 'lan'), ('The United States', 'con'), ('Sri Lanka', 'con')]"
423,1050296957502218240,[]
424,1119948794366271488,"[('Sri Lanka', 'con')]"
425,1050120030824947712,"[('Waffle House', 'lan')]"
426,1119972196552597504,"[('Sri Lanka', 'con'), ('churches', 'lan'), ('hotels', 'lan')]"
427,1040002070554787840,"[('U.S. coastline', 'reg')]"
428,1050085068922937344,"[('space', 'oth'), ('Gulf of Mexico', 'reg')]"
429,591902793985724417,"[('Nepal', 'con'), ('North India', 'con')]"
430,1050224975414796291,"[('U.S.', 'con')]"
